1,17,4.0
1,25,1.0
1,29,2.0
1,30,5.0
1,32,5.0
1,34,2.0
1,36,1.0
1,80,5.0
1,110,3.0
1,111,5.0
1,161,1.0
1,166,5.0
1,176,4.0
1,223,3.0
1,232,5.0
1,260,5.0
1,302,4.0
1,306,5.0
1,307,5.0
1,322,4.0
1,345,1.0
1,356,2.0
1,527,3.0
1,541,5.0
1,562,5.0
1,593,3.0
1,608,2.0
1,645,4.0
1,800,4.0
1,835,3.0
1,838,5.0
1,908,5.0
1,909,5.0
1,912,2.0
1,915,5.0
1,916,4.0
1,923,5.0
1,926,5.0
1,927,5.0
1,933,5.0
1,971,3.0
1,1041,5.0
1,1056,5.0
1,1060,2.0
1,1080,1.0
1,1090,5.0
1,1094,4.0
1,1120,1.0
1,1136,1.0
1,1150,4.0
1,1172,3.0
1,1178,4.0
1,1183,4.0
1,1196,5.0
1,1197,1.0
1,1199,2.0
1,1200,5.0
1,1203,5.0
1,1204,1.0
1,1208,5.0
1,1210,2.0
1,1211,2.0
1,1213,5.0
1,1217,5.0
1,1221,5.0
1,1225,4.0
1,1228,5.0
1,1233,5.0
1,1234,5.0
1,1236,4.0
1,1242,1.0
1,1247,5.0
1,1259,4.0
1,1262,4.0
1,1263,5.0
1,1270,5.0
1,1272,5.0
1,1276,3.0
1,1288,4.0
1,1296,3.0
1,1297,5.0
1,1304,3.0
1,1357,1.0
1,1392,4.0
1,1406,2.0
1,1653,4.0
1,1693,5.0
1,1719,5.0
1,1721,5.0
1,1748,5.0
1,1784,1.0
1,1810,3.0
1,1885,4.0
1,1923,2.0
1,1939,5.0
1,1944,2.0
1,1952,4.0
1,1960,1.0
1,1961,1.0
1,1965,3.0
1,1968,5.0
1,2020,5.0
1,2025,5.0
1,2028,3.0
1,2064,3.0
1,2067,1.0
1,2109,1.0
1,2125,4.0
1,2232,3.0
1,2243,1.0
1,2247,5.0
1,2268,1.0
1,2312,1.0
1,2313,5.0
1,2324,1.0
1,2329,5.0
1,2336,5.0
1,2352,3.0
1,2396,5.0
1,2407,1.0
1,2424,1.0
1,2502,3.0
1,2520,5.0
1,2529,5.0
1,2599,5.0
1,2640,5.0
1,2690,3.0
1,2712,1.0
1,2724,1.0
1,2797,5.0
1,2882,1.0
1,2890,4.0
1,2918,4.0
1,2944,4.0
1,2966,1.0
1,2973,5.0
1,2985,5.0
1,2997,4.0
1,3030,4.0
1,3078,2.0
1,3088,3.0
2,31,5.0
2,34,5.0
2,39,5.0
2,48,5.0
2,153,3.0
2,185,5.0
2,186,5.0
2,193,3.0
2,207,5.0
2,216,4.0
2,218,5.0
2,222,5.0
2,225,5.0
2,231,2.0
2,236,4.0
2,237,5.0
2,253,1.0
2,276,4.0
2,282,5.0
2,296,1.0
2,305,3.0
2,318,5.0
2,339,5.0
2,344,1.0
2,349,3.0
2,350,5.0
2,356,5.0
2,357,4.0
2,362,5.0
2,364,5.0
2,377,4.0
2,380,5.0
2,381,5.0
2,454,4.0
2,457,5.0
2,466,3.0
2,500,5.0
2,508,5.0
2,520,4.0
2,539,5.0
2,551,4.0
2,552,4.0
2,585,4.0
2,586,3.0
2,587,5.0
2,588,5.0
2,592,4.0
2,594,5.0
2,595,5.0
2,597,5.0
2,616,5.0
2,783,5.0
3,2,3.5
3,10,4.0
3,11,4.0
3,17,5.0
3,26,4.0
3,48,3.5
3,62,5.0
3,110,5.0
3,141,0.5
3,150,5.0
3,151,5.0
3,153,3.0
3,158,3.0
3,161,4.0
3,168,3.5
3,185,3.5
3,208,3.0
3,231,1.0
3,260,4.0
3,272,5.0
3,316,4.0
3,318,4.5
3,329,3.0
3,337,2.5
3,339,4.0
3,344,0.5
3,349,4.0
3,356,4.0
3,357,4.0
3,364,4.0
3,367,2.5
3,377,3.5
3,380,2.5
3,434,3.5
3,442,3.0
3,454,4.0
3,457,4.0
3,466,1.0
3,480,4.0
3,500,3.0
3,527,5.0
3,534,4.0
3,539,4.0
3,552,4.0
3,588,4.0
3,589,3.0
3,590,4.5
3,592,3.0
3,593,1.0
3,595,4.0
3,596,4.0
3,597,3.0
3,648,3.5
3,708,4.0
3,780,4.0
3,783,3.5
3,784,1.0
3,858,4.0
3,953,4.0
3,1031,4.0
3,1073,3.5
3,1090,4.0
3,1101,4.0
3,1196,4.0
3,1198,4.5
3,1210,4.0
3,1270,4.0
3,1372,3.5
3,1374,4.0
3,1375,4.0
3,1377,2.5
3,1485,4.0
3,1544,4.0
3,1584,4.0
3,1721,4.0
3,1873,5.0
3,1917,3.0
3,1923,2.0
3,1957,5.0
3,2006,3.5
3,2012,3.0
3,2100,1.0
3,2150,4.0
3,2268,4.0
3,2353,4.0
3,2605,4.0
3,2616,2.5
3,2617,4.0
3,2640,4.0
3,2641,4.0
3,2642,4.0
3,2643,4.0
3,2701,3.0
3,2747,1.5
3,2858,3.0
3,2947,4.0
3,2948,4.0
3,2985,3.0
3,3033,3.0
3,3034,4.0
3,3210,4.0
3,3247,4.0
3,3248,4.0
3,3438,3.0
3,3448,4.0
3,3578,5.0
3,3623,3.0
3,3697,3.0
3,3698,2.5
3,3699,2.5
3,3740,2.5
3,3753,5.0
3,3793,3.0
3,3826,3.0
3,3980,5.0
3,4016,4.0
3,4019,5.0
3,4022,5.0
3,4246,4.0
3,4306,3.5
3,4447,3.0
3,4562,4.0
3,4571,2.5
3,4700,4.0
3,4718,2.0
3,4880,4.0
3,4886,4.0
3,4896,3.0
3,4995,4.0
3,5060,3.0
3,5064,4.5
3,5218,4.0
3,5299,5.0
3,5349,3.0
3,5380,5.0
3,5816,3.0
3,5873,5.0
3,5991,4.0
3,6333,3.0
3,6365,4.0
3,6539,3.0
3,6565,4.0
3,6889,5.0
3,7005,1.0
3,7143,4.0
3,7386,5.0
3,7389,0.5
4,223,4.0
4,1210,3.0
4,1272,4.0
4,1327,3.0
4,1513,2.0
4,1833,2.0
4,2115,5.0
4,2428,3.0
4,2490,2.0
4,2600,2.0
4,2605,2.0
4,2683,3.0
4,2688,3.0
4,2699,2.0
4,2710,2.0
4,2713,2.0
4,2722,2.0
4,2723,3.0
4,2745,3.0
4,2763,2.0
4,2770,4.0
4,2826,2.0
4,2841,4.0
4,2881,1.0
4,3053,1.0
4,3175,4.0
4,3203,1.0
5,10,4.0
5,47,3.0
5,110,4.0
5,150,3.0
5,153,3.0
5,161,4.0
5,165,4.0
5,185,3.0
5,208,3.0
5,231,2.0
5,253,2.0
5,288,3.0
5,292,3.0
5,296,1.0
5,316,3.0
5,318,1.0
5,329,3.0
5,339,3.0
5,344,3.0
5,349,4.0
5,356,4.0
5,364,5.0
5,380,5.0
5,410,3.0
5,434,4.0
5,454,4.0
5,457,4.0
5,480,4.0
5,588,3.0
5,590,3.0
5,592,4.0
5,593,3.0
5,595,3.0
6,590,4.0
6,839,5.0
6,1556,5.0
6,2115,4.5
6,2167,5.0
6,2353,1.0
6,2402,5.0
6,2406,1.5
6,2529,3.5
6,2599,3.0
6,2628,5.0
6,2640,1.0
6,2700,2.0
6,2948,5.0
6,2949,5.0
6,3082,5.0
6,3113,5.0
6,3697,5.0
6,3753,5.0
6,4310,5.0
6,4367,5.0
6,4993,3.0
6,5010,5.0
6,5418,5.0
6,5445,5.0
6,5459,5.0
7,19,3.0
7,21,5.0
7,34,4.0
7,39,3.0
7,150,5.0
7,153,3.0
7,162,5.0
7,165,3.0
7,208,4.0
7,231,3.0
7,235,5.0
7,236,3.0
7,265,4.0
7,288,3.0
7,292,4.0
7,296,5.0
7,316,1.0
7,318,5.0
7,329,3.0
7,339,2.0
7,344,4.0
7,348,4.0
7,349,4.0
7,356,5.0
7,357,4.0
7,367,3.0
7,380,2.0
7,410,4.0
7,432,3.0
7,434,3.0
7,435,2.0
7,440,4.0
7,457,3.0
7,468,4.0
7,500,4.0
7,508,4.0
7,531,5.0
7,539,3.0
7,541,5.0
7,586,3.0
7,588,4.0
7,590,4.0
7,592,3.0
7,595,3.0
8,32,4.0
8,47,5.0
8,260,4.0
8,296,4.5
8,527,4.0
8,593,5.0
8,608,5.0
8,858,4.0
8,912,4.0
8,1221,3.0
8,1732,5.0
8,2329,4.5
8,2712,4.0
8,2858,3.5
8,2959,5.0
8,3481,3.0
8,4011,3.5
8,4226,4.5
8,5995,5.0
8,6016,4.5
8,6502,4.0
8,7361,4.5
8,27773,5.0
8,30707,4.0
8,30749,5.0
8,44555,4.5
8,55820,4.5
8,58559,4.0
8,79132,4.5
8,183837,4.5
8,188773,4.5
9,32,4.0
9,47,5.0
9,50,4.0
9,223,4.5
9,293,4.0
9,318,4.0
9,353,4.5
9,471,3.5
9,1079,5.0
9,1089,4.5
9,1090,5.0
9,1129,3.5
9,1200,4.0
9,1215,4.0
9,1261,3.5
9,1500,4.5
9,1639,3.5
9,1653,5.0
9,1673,4.0
9,1748,4.0
9,2001,3.5
9,2194,4.0
9,2329,4.5
9,2542,4.5
9,2700,3.5
9,2843,4.0
9,2997,4.5
9,3081,4.5
9,3265,4.0
9,3275,4.0
9,3328,5.0
9,3448,5.0
9,3581,4.0
9,3740,4.5
9,3897,4.0
9,3972,5.0
9,4011,5.0
9,4034,4.5
9,4327,4.0
9,4799,5.0
9,4963,4.0
9,4973,4.5
9,4979,4.0
9,5009,4.0
9,5026,5.0
9,5060,4.0
9,5294,5.0
9,5954,4.5
9,6711,5.0
9,7981,4.0
9,8957,4.0
9,8984,4.0
9,8985,5.0
9,30707,4.5
9,30810,5.0
9,33672,0.5
9,34150,3.5
9,38061,4.5
10,1,2.5
10,2,2.0
10,10,4.0
10,19,3.0
10,21,2.0
10,32,3.0
10,34,2.0
10,39,1.5
10,44,3.0
10,47,4.0
10,48,3.5
10,50,4.0
10,70,3.5
10,110,4.0
10,150,2.5
10,153,2.0
10,158,2.5
10,160,1.5
10,165,2.5
10,170,3.5
10,180,4.0
10,185,1.5
10,223,4.0
10,231,1.5
10,253,3.5
10,256,1.0
10,260,4.0
10,296,4.5
10,316,3.0
10,318,4.0
10,344,4.0
10,350,3.0
10,353,3.5
10,355,1.5
10,356,3.5
10,364,4.0
10,367,2.5
10,370,2.0
10,377,3.0
10,413,3.0
10,420,2.0
10,434,2.0
10,442,1.5
10,454,3.0
10,455,2.5
10,457,3.0
10,466,3.5
10,480,3.0
10,485,1.0
10,500,1.5
10,509,3.0
10,520,3.0
10,527,4.0
10,539,1.5
10,541,3.5
10,586,1.5
10,588,3.0
10,589,4.0
10,590,3.0
10,592,3.5
10,593,5.0
10,595,3.0
10,597,2.0
10,648,3.5
10,673,1.5
10,733,4.5
10,736,3.5
10,743,2.5
10,762,1.0
10,778,3.5
10,780,3.5
10,784,1.0
10,786,1.5
10,788,1.5
10,832,1.5
10,858,5.0
10,919,2.5
10,920,3.0
10,1035,2.5
10,1036,3.0
10,1047,2.0
10,1059,2.0
10,1079,2.0
10,1089,4.0
10,1092,3.0
10,1097,3.5
10,1101,2.0
10,1196,4.5
10,1198,3.5
10,1200,3.5
10,1206,3.0
10,1210,4.5
10,1214,4.0
10,1219,3.5
